,Country,State,City,StationName,Timestamp,PM25,AQI,MainPollutant,PM10,SO2,CO,NO2,Ozone
6292,USA,Pennsylvania,Pittsburgh,Lawrenceville,2016-06-10,11.33,47,PM2.5,,,,,70.17
6293,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-09-11,7.33,30,PM2.5,,,,,19.58
6294,USA,Pennsylvania,Pittsburgh,Lawrenceville,2016-12-07,11.54,48,PM2.5,,,,,32.67
6295,USA,Pennsylvania,Pittsburgh,Lawrenceville,2017-09-19,14.33,56,PM2.5,17.0,,,,56.0
6296,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-04-03,13.38,54,PM2.5,,,,,29.33
6297,USA,Pennsylvania,Pittsburgh,Lawrenceville,2016-10-14,5.48,23,PM2.5,,,,,24.86
6298,USA,Pennsylvania,Pittsburgh,Lawrenceville,2017-06-23,3.79,16,PM2.5,5.37,,,,37.33
6299,USA,Pennsylvania,Pittsburgh,Lawrenceville,2015-12-19,6.81,28,PM2.5,,,,,49.43
6300,USA,Pennsylvania,Pittsburgh,Lawrenceville,2016-04-27,9.29,38,PM2.5,,,,,77.4
6301,USA,Pennsylvania,Pittsburgh,Lawrenceville,2016-09-04,10.38,43,PM2.5,,,,,49.08
6302,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-01-12,4.65,19,PM2.5,,,,,28.94
6303,USA,Pennsylvania,Pittsburgh,Lawrenceville,2017-08-18,9.14,38,PM2.5,12.75,,,,65.14
6304,USA,Pennsylvania,Pittsburgh,Lawrenceville,2017-04-15,16.29,60,PM2.5,23.25,,,,67.33
6305,USA,Pennsylvania,Pittsburgh,Lawrenceville,2016-06-02,14.26,56,PM2.5,,,,,84.57
6306,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-09-26,7.4,31,PM2.5,,0.47,193.36,,
6307,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-03-03,5.17,21,PM2.5,,0.55,,,
6308,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-07-05,4.8,20,PM2.5,,3.1,,,
6309,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-09-23,2.45,10,PM2.5,,0.36,139.76,,
6310,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-01-21,,2,CO,,1.73,213.05,,
6311,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-11-13,,0,SO2,,0.3,,,
6312,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-08-25,13.8,55,PM2.5,,4.24,,,2.0
6313,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-12-17,,8,Ozone,,,,,20.63
6314,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-02-20,9.42,39,PM2.5,,,,,25.33
6315,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-07-23,9.06,37,PM2.5,,,,,59.33
6316,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-12-03,6.83,28,PM2.5,,,,,37.0
6317,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-11-24,3.29,14,PM2.5,,2.66,,,7.6
6318,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-06-17,,1,SO2,,1.88,,,
6319,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-01-16,7.21,30,PM2.5,,2.1,260.72,,
6320,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-11-16,10.42,43,PM2.5,,,,,20.0
6321,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-01-19,19.68,67,PM2.5,,,,,8.54
6322,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-07-13,8.8,36,PM2.5,,,,,2.5
6323,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-11-03,6.96,29,PM2.5,,,,,35.17
6324,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-03-20,15.47,58,PM2.5,,,,,21.35
6325,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-05-31,11.34,47,PM2.5,,,,,35.46
6326,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-10-05,7.93,33,PM2.5,,1.62,,,8.94
6327,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-05-19,,1,SO2,,1.12,,,
6328,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-07-17,11.43,47,PM2.5,,2.13,,,
6329,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-01-15,15.44,58,PM2.5,,,,,28.04
6330,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-05-29,12.58,52,PM2.5,,,,,29.33
6331,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-08-09,9.31,38,PM2.5,,,,,31.83
6332,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-05-04,,13,Ozone,,,,,32.96
6333,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-12-02,10.5,43,PM2.5,,0.76,,,52.5
6334,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-08-07,,1,SO2,,2.13,,,
6335,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-09-11,9.22,38,PM2.5,,0.77,,,2.33
6336,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-06-29,5.76,24,PM2.5,,1.37,,,4.0
6337,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-03-08,8.59,35,PM2.5,,,,,
6338,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-08-08,11.63,48,PM2.5,,,,,34.33
6339,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-03-03,9.17,38,PM2.5,,,,,28.61
6340,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-07-30,11.99,50,PM2.5,,,,,
6341,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-04-12,9.42,39,PM2.5,,,,,38.5
6342,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-11-02,15.08,57,PM2.5,,,,,12.74
6343,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-02-13,,0,SO2,,0.33,,,
6344,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-05-15,7.65,32,PM2.5,,,,,36.77
6345,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-03-22,,4,SO2,,6.75,,,4.8
6346,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-02-13,7.82,32,PM2.5,,,,,27.38
6347,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-03-11,14.37,56,PM2.5,,2.17,,,3.0
6348,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-03-22,7.54,31,PM2.5,,,,,65.52
6349,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-05-04,10.72,44,PM2.5,,,,,23.75
6350,USA,Pennsylvania,Pittsburgh,,2021-04-08,25.52,79,PM2.5,,,,,58.58
6351,USA,Pennsylvania,Pittsburgh,,2018-11-30,18.83,65,PM2.5,,,,,20.54
6352,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-01-09,8.49,35,PM2.5,,,,,25.04
6353,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-03-09,21.18,70,PM2.5,,,,,20.57
6354,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-07-10,17.96,63,PM2.5,,,,,30.0
6355,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-12-13,15.39,58,PM2.5,,,,,2.59
6356,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-01-06,9.13,38,PM2.5,,,,,25.38
6357,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-01-18,7.36,30,PM2.5,,,,,20.5
6358,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-08-10,10.97,45,PM2.5,,,,,24.46
6359,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-07-29,8.74,36,PM2.5,,,,,
6360,USA,Pennsylvania,Pittsburgh,Lawrenceville,2016-07-12,16.5,60,PM2.5,,,,,49.5
6361,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-04-25,9.7,40,PM2.5,,,,,34.02
6362,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-03-11,20.85,69,PM2.5,,,,,84.92
6363,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-05-12,3.33,20,Ozone,,,,,49.83
6364,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-03-15,6.89,28,PM2.5,,,,,38.0
6365,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-11-17,6.61,27,PM2.5,,,,,17.69
6366,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-05-07,0.43,14,Ozone,,,,,34.55
6367,USA,Pennsylvania,Pittsburgh,Lawrenceville,2016-07-30,9.29,38,PM2.5,,,,,50.67
6368,USA,Pennsylvania,Pittsburgh,Lawrenceville,2017-06-22,15.05,57,PM2.5,21.33,,,,89.37
6369,USA,Pennsylvania,Pittsburgh,Lawrenceville,2017-10-07,16.35,60,PM2.5,,,,,43.0
6370,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-04-12,,0,SO2,,0.72,,,
6371,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-05-07,,0,SO2,,0.73,,,
6372,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-01-04,9.12,38,PM2.5,,,,,18.0
6373,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-04-03,10.85,45,PM2.5,,,,,25.63
6374,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-07-24,13.81,55,PM2.5,,,,,71.33
6375,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-09-25,11.7,48,PM2.5,,,,,16.22
6376,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-02-16,,2,Ozone,,2.34,,,4.18
6377,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-07-03,6.51,27,PM2.5,,,,,51.58
6378,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-12-03,9.2,38,PM2.5,,,,,21.54
6379,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-11-20,13.7,54,PM2.5,,,,,18.55
6380,USA,Pennsylvania,Pittsburgh,,2019-04-18,10.68,44,PM2.5,,,,,60.92
6381,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-11-18,19.42,66,PM2.5,,,,,20.25
6382,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-07-16,16.62,60,PM2.5,,,,,32.17
6383,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-11-29,6.03,25,PM2.5,,,,,24.63
6384,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-09-16,8.45,35,PM2.5,,,,,34.13
6385,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-11-27,7.04,29,PM2.5,,,,,34.58
6386,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-09-16,8.33,34,PM2.5,,,,,25.81
6387,USA,Pennsylvania,Pittsburgh,Lawrenceville,2016-11-19,14.25,56,PM2.5,,,,,26.92
6388,USA,Pennsylvania,Pittsburgh,Lawrenceville,2017-12-25,7.48,31,PM2.5,,,,,56.33
6389,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-03-06,5.44,22,PM2.5,,,,,
6390,USA,Pennsylvania,Pittsburgh,Lawrenceville,2017-09-16,17.67,63,PM2.5,25.21,,,,33.25
6391,USA,Pennsylvania,Pittsburgh,Lawrenceville,2017-01-08,56.43,151,PM2.5,,,,,52.09
6392,USA,Pennsylvania,Pittsburgh,Lawrenceville,2016-04-01,6.92,30,Ozone,,,,,75.48
6393,USA,Pennsylvania,Pittsburgh,Lawrenceville,2015-12-26,5.63,23,PM2.5,,,,,40.0
6394,USA,Pennsylvania,Pittsburgh,Lawrenceville,2017-04-25,3.83,30,Ozone,5.46,,,,73.75
6395,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-10-07,,11,Ozone,,1.41,,,26.92
6396,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-11-18,5.48,23,PM2.5,,,,,57.58
6397,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-02-06,15.67,58,PM2.5,,,,,4.67
6398,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-07-09,10.8,45,PM2.5,,1.48,,,
6399,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-08-07,11.86,49,PM2.5,,,,,42.33
6400,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-04-22,7.42,31,PM2.5,,,,,76.0
6401,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-01-27,6.53,27,PM2.5,,,,,51.67
6402,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-11-21,14.83,57,PM2.5,,,,,32.5
6403,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-10-06,6.34,26,PM2.5,,0.64,,,27.75
6404,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-07-20,18.51,64,PM2.5,,,,,32.42
6405,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-03-31,8.18,34,PM2.5,,,,,75.58
6406,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-03-15,6.37,26,PM2.5,,3.19,,,4.0
6407,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-12-28,8.28,34,PM2.5,,,,,42.18
6408,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-07-19,,1,SO2,,1.48,,,
6409,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-01-26,9.91,41,PM2.5,,,,,25.75
6410,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-04-02,6.16,25,PM2.5,,,,,38.32
6411,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-07-13,7.63,32,PM2.5,,,,,47.13
6412,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-01-31,8.51,35,PM2.5,,,,,50.67
6413,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-09-03,14.29,56,PM2.5,,,,,47.92
6414,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-05-24,15.83,59,PM2.5,,,,,67.83
6415,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-06-01,14.33,56,PM2.5,,,,,74.58
6416,USA,Pennsylvania,Pittsburgh,Lawrenceville,2016-09-22,15.75,59,PM2.5,,,,,68.35
6417,USA,Pennsylvania,Pittsburgh,Lawrenceville,2017-08-28,11.65,48,PM2.5,16.61,,,,83.92
6418,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-06-03,11.67,48,PM2.5,,,,,54.58
6419,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-11-19,,0,SO2,,0.07,,,
6420,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-02-23,9.13,38,PM2.5,,0.72,,,51.83
6421,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-06-23,13.09,53,PM2.5,,,,,27.79
6422,USA,Pennsylvania,Pittsburgh,,2022-04-07,5.68,23,PM2.5,,1.5,,13.34,
6423,USA,Pennsylvania,Pittsburgh,,2021-08-04,19.21,66,PM2.5,,,,,64.33
6424,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-03-01,14.98,57,PM2.5,,,,,28.32
6425,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-03-09,11.5,48,PM2.5,,,,,29.54
6426,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-10-07,7.49,31,PM2.5,,,,,
6427,USA,Pennsylvania,Pittsburgh,Lawrenceville,2016-12-10,9.42,39,PM2.5,,,,,36.25
6428,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-09-19,13.75,54,PM2.5,,,,,41.0
6429,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-09-02,6.56,27,PM2.5,,0.02,197.79,,4.0
6430,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-04-29,,1,Ozone,,1.89,,,2.0
6431,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-10-01,16.61,60,PM2.5,,,,,15.79
6432,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-12-16,,22,Ozone,,2.33,,,55.0
6433,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-12-31,5.45,23,PM2.5,,,,,25.08
6434,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-05-09,0.57,10,Ozone,,,,,25.74
6435,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-07-17,10.07,42,PM2.5,,,,,23.21
6436,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-07-07,12.85,53,PM2.5,,,,,
6437,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-08-08,13.96,55,PM2.5,,,,,67.08
6438,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-07-15,,0,SO2,,0.8,,,
6439,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-02-21,3.6,15,PM2.5,,2.86,,,5.0
6440,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-02-13,15.57,58,PM2.5,,,,,56.42
6441,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-07-22,12.45,52,PM2.5,,,,,57.08
6442,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-05-25,14.75,57,PM2.5,,,,,32.25
6443,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-11-20,29.48,87,PM2.5,,,,,5.58
6444,USA,Pennsylvania,Pittsburgh,,2021-10-30,1.85,14,Ozone,,1.22,,10.18,35.71
6445,USA,Pennsylvania,Pittsburgh,Lawrenceville,2017-02-19,15.21,58,PM2.5,21.71,,,,79.25
6446,USA,Pennsylvania,Pittsburgh,Lawrenceville,2017-09-28,4.64,29,Ozone,,,,,72.25
6447,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-12-11,23.38,75,PM2.5,,,,,32.67
6448,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-11-21,5.5,23,PM2.5,,1.77,,,14.36
6449,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-09-20,10.9,45,PM2.5,,,,,37.83
6450,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-12-10,19.92,67,PM2.5,,,,,30.3
6451,USA,Pennsylvania,Pittsburgh,Lawrenceville,2017-12-21,6.72,28,PM2.5,,,,,33.0
6452,USA,Pennsylvania,Pittsburgh,Lawrenceville,2017-10-23,11.0,45,PM2.5,,,,,62.0
6453,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-01-31,19.85,67,PM2.5,,3.55,483.04,,27.38
6454,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-05-27,,1,SO2,,1.58,,,
6455,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-09-01,5.88,24,PM2.5,,0.09,190.07,,
6456,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-02-23,15.26,58,PM2.5,,,,,16.98
6457,USA,Pennsylvania,Pittsburgh,Lawrenceville,2018-09-15,6.08,25,PM2.5,,,,,21.92
6458,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-12-04,7.75,32,PM2.5,,0.63,,,31.82
6459,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-06-28,20.07,68,PM2.5,,,,,35.42
6460,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-04-08,8.17,34,PM2.5,,,,,36.44
6461,USA,Pennsylvania,Pittsburgh,Lawrenceville,2022-01-26,,3,CO,,1.2,274.56,,
6462,USA,Pennsylvania,Pittsburgh,Lawrenceville,2019-06-25,7.66,32,PM2.5,,,,,34.96
6463,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-11-03,7.98,33,PM2.5,,,,,51.17
6464,USA,Pennsylvania,Pittsburgh,Lawrenceville,2020-08-13,8.78,36,PM2.5,,,,,
6465,USA,Pennsylvania,Pittsburgh,Lawrenceville,2016-01-01,5.83,25,Ozone,,,,,62.33
6466,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-05-21,14.36,56,PM2.5,,,,,72.75
6467,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-02-16,7.61,31,PM2.5,,,,,45.33
6468,USA,Pennsylvania,Pittsburgh,Lawrenceville,2021-09-12,8.09,33,PM2.5,,0.65,,,
6469,USA,Pennsylvania,Pittsburgh,,2022-01-26,18.52,64,PM2.5,,1.2,273.16,,
6470,USA,Pennsylvania,Braddock,North Braddock,2021-08-17,13.9,55,PM2.5,26.75,1.82,,,
6471,USA,Pennsylvania,Braddock,North Braddock,2021-09-16,13.46,54,PM2.5,24.1,0.76,,,
6472,USA,Pennsylvania,Braddock,North Braddock,2021-09-19,10.0,41,PM2.5,,2.28,,,
6473,USA,Pennsylvania,Braddock,North Braddock,2021-09-23,7.21,30,PM2.5,12.14,1.31,,,
6474,USA,Pennsylvania,Braddock,North Braddock,2021-10-10,13.77,54,PM2.5,22.3,3.53,,,
6475,USA,Pennsylvania,Braddock,North Braddock,2021-11-25,21.57,71,PM2.5,42.58,17.15,,,
6476,USA,Pennsylvania,Braddock,North Braddock,2021-12-15,22.58,73,PM2.5,34.04,5.84,,,
6477,USA,Pennsylvania,Braddock,North Braddock,2021-12-16,24.53,77,PM2.5,41.65,24.68,,,
6478,USA,Pennsylvania,Braddock,North Braddock,2022-02-11,23.95,76,PM2.5,37.15,11.23,,,
6479,USA,Pennsylvania,Braddock,North Braddock,2022-03-19,8.38,35,PM2.5,16.81,1.71,379.87,,
6480,USA,Pennsylvania,Braddock,North Braddock,2022-04-18,3.22,13,PM2.5,6.73,0.0,,,
6481,USA,Pennsylvania,Braddock,North Braddock,2022-08-29,12.5,52,PM2.5,23.9,2.62,,,
6482,USA,Pennsylvania,Braddock,North Braddock,2021-08-18,7.07,29,PM2.5,9.71,0.44,,,
6483,USA,Pennsylvania,Braddock,North Braddock,2021-10-29,5.6,23,PM2.5,7.63,0.76,,,
6484,USA,Pennsylvania,Braddock,North Braddock,2021-11-03,11.42,47,PM2.5,16.11,1.14,,,
6485,USA,Pennsylvania,Braddock,North Braddock,2021-12-26,9.63,40,PM2.5,13.0,2.18,,,
6486,USA,Pennsylvania,Braddock,North Braddock,2021-12-31,16.25,60,PM2.5,24.52,3.3,,,
6487,USA,Pennsylvania,Braddock,North Braddock,2022-05-08,4.84,20,PM2.5,9.67,0.0,135.69,,
6488,USA,Pennsylvania,Braddock,North Braddock,2022-08-01,12.8,52,PM2.5,21.39,0.87,,,
6489,USA,Pennsylvania,Braddock,North Braddock,2021-09-21,16.0,59,PM2.5,31.1,5.47,,,
6490,USA,Pennsylvania,Braddock,North Braddock,2022-03-27,3.16,13,PM2.5,5.63,0.0,,,
6491,USA,Pennsylvania,Braddock,North Braddock,2021-11-19,8.77,36,PM2.5,12.79,0.98,,,
6492,USA,Pennsylvania,Braddock,North Braddock,2022-03-24,6.72,28,PM2.5,15.34,1.09,,,
6493,USA,Pennsylvania,Braddock,North Braddock,2022-04-05,12.27,51,PM2.5,28.43,5.76,,,
6494,USA,Pennsylvania,Braddock,North Braddock,2021-11-05,20.11,68,PM2.5,41.33,3.93,,,
6495,USA,Pennsylvania,Braddock,North Braddock,2021-11-28,12.38,52,PM2.5,20.74,2.86,,,
6496,USA,Pennsylvania,Braddock,North Braddock,2021-12-03,8.26,34,PM2.5,11.91,2.29,,,
6497,USA,Pennsylvania,Braddock,North Braddock,2022-08-19,13.07,53,PM2.5,27.37,6.49,,,
6498,USA,Pennsylvania,Braddock,North Braddock,2021-09-04,13.0,53,PM2.5,21.47,5.13,,,
6499,USA,Pennsylvania,Braddock,North Braddock,2021-11-02,9.46,39,PM2.5,12.46,2.07,,,
6500,USA,Pennsylvania,Braddock,North Braddock,2021-11-17,22.08,72,PM2.5,42.94,5.86,,,
6501,USA,Pennsylvania,Braddock,North Braddock,2022-05-22,11.71,48,PM2.5,26.05,5.79,,,
6502,USA,Pennsylvania,Braddock,North Braddock,2022-08-02,9.42,39,PM2.5,19.23,0.0,,,
6503,USA,Pennsylvania,Braddock,North Braddock,2022-05-24,6.16,25,PM2.5,13.89,0.22,,,
6504,USA,Pennsylvania,Avalon,Avalon,2021-08-11,10.29,43,PM2.5,,,,,
6505,USA,Pennsylvania,Avalon,Avalon,2021-09-04,9.04,37,PM2.5,,,,,
6506,USA,Pennsylvania,Avalon,Avalon,2021-09-13,15.26,58,PM2.5,,,,,
6507,USA,Pennsylvania,Avalon,Avalon,2021-09-17,8.54,35,PM2.5,,,,,
6508,USA,Pennsylvania,Avalon,Avalon,2021-09-19,12.75,52,PM2.5,,,,,
6509,USA,Pennsylvania,Avalon,Avalon,2021-10-04,6.79,28,PM2.5,,,,,
6510,USA,Pennsylvania,Avalon,Avalon,2021-10-17,6.13,25,PM2.5,,,,,
6511,USA,Pennsylvania,Avalon,Avalon,2021-11-02,5.54,23,PM2.5,,,,,
6512,USA,Pennsylvania,Avalon,Avalon,2021-11-04,12.05,50,PM2.5,,,,,
6513,USA,Pennsylvania,Avalon,Avalon,2021-11-07,24.0,76,PM2.5,,,,,
6514,USA,Pennsylvania,Avalon,Avalon,2021-11-15,4.0,17,PM2.5,,,,,
6515,USA,Pennsylvania,Avalon,Avalon,2021-11-17,12.0,50,PM2.5,,,,,
6516,USA,Pennsylvania,Avalon,Avalon,2021-11-23,7.13,29,PM2.5,,,,,
6517,USA,Pennsylvania,Avalon,Avalon,2021-11-24,14.46,56,PM2.5,,,,,
6518,USA,Pennsylvania,Avalon,Avalon,2021-12-08,9.04,37,PM2.5,,,,,
6519,USA,Pennsylvania,Avalon,Avalon,2021-12-11,7.71,32,PM2.5,,,,,
6520,USA,Pennsylvania,Avalon,Avalon,2021-12-12,3.79,16,PM2.5,,,,,
6521,USA,Pennsylvania,Avalon,Avalon,2021-12-14,14.79,57,PM2.5,,,,,
6522,USA,Pennsylvania,Avalon,Avalon,2021-12-28,10.29,43,PM2.5,,,,,
6523,USA,Pennsylvania,Avalon,Avalon,2022-01-03,4.88,20,PM2.5,,,,,
6524,USA,Pennsylvania,Avalon,Avalon,2022-01-04,9.96,41,PM2.5,,,,,
6525,USA,Pennsylvania,Avalon,Avalon,2022-01-11,7.74,32,PM2.5,,,,,
6526,USA,Pennsylvania,Avalon,Avalon,2022-01-20,7.08,29,PM2.5,,,,,
6527,USA,Pennsylvania,Avalon,Avalon,2022-01-23,9.48,39,PM2.5,,,,,
6528,USA,Pennsylvania,Avalon,Avalon,2022-02-11,8.61,36,PM2.5,,,,,
6529,USA,Pennsylvania,Avalon,Avalon,2022-03-14,7.13,29,PM2.5,,,,,
6530,USA,Pennsylvania,Avalon,Avalon,2022-04-01,2.92,12,PM2.5,,,,,
6531,USA,Pennsylvania,Avalon,Avalon,2022-04-07,5.78,24,PM2.5,,,,,
6532,USA,Pennsylvania,Avalon,Avalon,2022-04-10,4.25,18,PM2.5,,,,,
6533,USA,Pennsylvania,Avalon,Avalon,2022-05-05,4.42,18,PM2.5,,,,,
6534,USA,Pennsylvania,Avalon,Avalon,2022-05-24,7.13,29,PM2.5,,,,,
6535,USA,Pennsylvania,Avalon,Avalon,2022-05-26,4.63,19,PM2.5,,,,,
6536,USA,Pennsylvania,Avalon,Avalon,2022-06-01,13.9,55,PM2.5,,,,,
6537,USA,Pennsylvania,Avalon,Avalon,2022-06-21,8.25,34,PM2.5,,,,,
6538,USA,Pennsylvania,Avalon,Avalon,2022-06-22,12.13,51,PM2.5,,,,,
6539,USA,Pennsylvania,Avalon,Avalon,2022-06-30,8.53,35,PM2.5,,,,,
6540,USA,Pennsylvania,Avalon,Avalon,2022-07-17,9.56,40,PM2.5,,,,,
6541,USA,Pennsylvania,Avalon,Avalon,2022-07-18,5.95,25,PM2.5,,,,,
6542,USA,Pennsylvania,Avalon,Avalon,2022-08-08,8.61,36,PM2.5,,,,,
6543,USA,Pennsylvania,Avalon,Avalon,2022-08-15,7.67,32,PM2.5,,,,,
6544,USA,Pennsylvania,Avalon,Avalon,2022-08-26,13.59,54,PM2.5,,,,,
