Country,State,City,StationName,PM25,AQI,MainPollutant,PM10,SO2,CO,NO2,Ozone
USA,Pennsylvania,McKeesport,Liberty (SAHS),5,21,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,6.17,27,Ozone,,,,,66.58
USA,Pennsylvania,Pittsburgh,,4.31,18,PM2.5,,,,,44.92
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.58,31,PM2.5,,,,,26.08
USA,Pennsylvania,Pittsburgh,Lawrenceville,3.33,26,Ozone,4.75,,,,65.33
USA,Pennsylvania,Pittsburgh,,26.87,82,PM2.5,,0.61,,11.88,2
USA,Pennsylvania,Pittsburgh,,3.73,15,PM2.5,,1.13,,25.13,
USA,Pennsylvania,Pittsburgh,,6.19,26,PM2.5,,2.04,2.4,8.12,
USA,Pennsylvania,Pittsburgh,,21.29,70,PM2.5,,1.24,,32.55,32.57
USA,Pennsylvania,Pittsburgh,,10.45,43,PM2.5,,2.29,,42.21,4
USA,Pennsylvania,Pittsburgh,,6,25,PM2.5,,2.45,,7.35,
USA,Pennsylvania,Pittsburgh,,11.09,46,PM2.5,,2.13,,6.42,
USA,Pennsylvania,Pittsburgh,,11.66,48,PM2.5,,1.52,,3.89,59.08
USA,Pennsylvania,Pittsburgh,,5.62,23,PM2.5,,,,,32.65
USA,Pennsylvania,Pittsburgh,,9.22,38,PM2.5,,,,,35.9
USA,Pennsylvania,Pittsburgh,,7.45,31,PM2.5,,,,,2.5
USA,Pennsylvania,Pittsburgh,Lawrenceville,18.75,65,PM2.5,,,,,23.83
USA,Pennsylvania,Pittsburgh,Lawrenceville,16.5,60,PM2.5,,,,,30.13
USA,Pennsylvania,Pittsburgh,Lawrenceville,9.76,40,PM2.5,,,,,21.25
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.25,34,PM2.5,,,,,36.67
USA,Pennsylvania,Pittsburgh,Lawrenceville,10.13,42,PM2.5,,,,,29.21
USA,Pennsylvania,Pittsburgh,Lawrenceville,10.16,42,PM2.5,,,,,25.33
USA,Pennsylvania,Pittsburgh,Lawrenceville,12.05,50,PM2.5,,,,,30.29
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.37,30,PM2.5,,,,,22.21
USA,Pennsylvania,Pittsburgh,Lawrenceville,9.41,39,PM2.5,,,,,19.54
USA,Pennsylvania,Pittsburgh,Lawrenceville,6.31,26,PM2.5,,,,,22.17
USA,Pennsylvania,Pittsburgh,Lawrenceville,20.82,69,PM2.5,,,,,17.63
USA,Pennsylvania,Pittsburgh,Lawrenceville,17.17,62,PM2.5,,,,,29.75
USA,Pennsylvania,Pittsburgh,Lawrenceville,11.82,49,PM2.5,,,,,45.58
USA,Pennsylvania,Pittsburgh,Lawrenceville,9.52,39,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.2,34,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,16.22,60,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.62,31,PM2.5,,,,,26.83
USA,Pennsylvania,Pittsburgh,Lawrenceville,11.17,46,PM2.5,,,,,23.5
USA,Pennsylvania,Pittsburgh,Lawrenceville,6.2,27,Ozone,,,,,67.17
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.48,31,PM2.5,,,,,44.75
USA,Pennsylvania,Pittsburgh,Lawrenceville,44.97,124,PM2.5,,,,,60.25
USA,Pennsylvania,Pittsburgh,Lawrenceville,18.53,64,PM2.5,,,,,73.08
USA,Pennsylvania,Pittsburgh,Lawrenceville,21.44,71,PM2.5,,,,,39.2
USA,Pennsylvania,Pittsburgh,Lawrenceville,6.97,29,PM2.5,,,,,54.5
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.37,30,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.85,37,PM2.5,,,,,40.58
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.26,30,PM2.5,10.45,,,,39.04
USA,Pennsylvania,Pittsburgh,Lawrenceville,4.91,20,PM2.5,,,,,21.16
USA,Pennsylvania,Pittsburgh,Lawrenceville,9.29,38,PM2.5,,,,,76.75
USA,Pennsylvania,Pittsburgh,Lawrenceville,23,74,PM2.5,,,,,85.83
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.62,31,PM2.5,,,,,34.38
USA,Pennsylvania,Pittsburgh,Lawrenceville,27.45,83,PM2.5,,,,,14.79
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.63,36,PM2.5,,,,,27.33
USA,Pennsylvania,Pittsburgh,Lawrenceville,21.23,70,PM2.5,,,,,20.15
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.89,37,PM2.5,,,,,37.5
USA,Pennsylvania,Pittsburgh,Lawrenceville,10.32,43,PM2.5,,,,,22.88
USA,Pennsylvania,Pittsburgh,Lawrenceville,19.17,66,PM2.5,,,,,4.58
USA,Pennsylvania,Pittsburgh,Lawrenceville,6.95,29,PM2.5,,,,,62.92
USA,Pennsylvania,Pittsburgh,Lawrenceville,10.95,45,PM2.5,,,,,15.42
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.84,37,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.73,32,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,16.75,61,PM2.5,,,,,12.33
USA,Pennsylvania,Pittsburgh,Lawrenceville,12.16,51,PM2.5,,,,,49.83
USA,Pennsylvania,Pittsburgh,Lawrenceville,14.21,55,PM2.5,,,,,76.5
USA,Pennsylvania,Pittsburgh,Lawrenceville,11.88,49,PM2.5,,,,,26.5
USA,Pennsylvania,Pittsburgh,Lawrenceville,6.08,25,PM2.5,,,,,59
USA,Pennsylvania,Pittsburgh,Lawrenceville,10.28,42,PM2.5,,,,,72.44
USA,Pennsylvania,Pittsburgh,Lawrenceville,4.21,23,Ozone,6,,,,56.42
USA,Pennsylvania,Pittsburgh,Lawrenceville,6.14,25,PM2.5,,,,,45.83
USA,Pennsylvania,Pittsburgh,Lawrenceville,9.33,39,PM2.5,,,,,54.83
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.77,32,PM2.5,,,,,53
USA,Pennsylvania,Pittsburgh,Lawrenceville,3.57,32,Ozone,5.04,,,,81.04
USA,Pennsylvania,Pittsburgh,Lawrenceville,11.92,49,PM2.5,17,,,,71.67
USA,Pennsylvania,Pittsburgh,Lawrenceville,12.18,51,PM2.5,,,,,44.1
USA,Pennsylvania,Pittsburgh,Lawrenceville,12.5,52,PM2.5,,,,,35.38
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.29,30,PM2.5,,,,,65.17
USA,Pennsylvania,Pittsburgh,Lawrenceville,6.14,31,Ozone,,,,,77.27
USA,Pennsylvania,Pittsburgh,Lawrenceville,5.96,29,Ozone,,,,,71.58
USA,Pennsylvania,Pittsburgh,Lawrenceville,9.83,41,PM2.5,,1.77,119.42,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,,23,Ozone,,0.31,191.26,,58.17
USA,Pennsylvania,Pittsburgh,Lawrenceville,,1,SO2,,1.66,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,6.06,25,PM2.5,,1.57,187.1,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,,4,Ozone,,1.68,,,9.67
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.75,32,PM2.5,,1.22,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.56,31,PM2.5,,1.42,,,4
USA,Pennsylvania,Pittsburgh,Lawrenceville,,2,Ozone,,2.88,,,4
USA,Pennsylvania,Pittsburgh,Lawrenceville,,1,Ozone,,1.81,,,2
USA,Pennsylvania,Pittsburgh,Lawrenceville,,1,SO2,,1.16,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.57,35,PM2.5,,,,,61.92
USA,Pennsylvania,Pittsburgh,Lawrenceville,16.15,59,PM2.5,,1.39,174,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,17.67,63,PM2.5,,,,,25.58
USA,Pennsylvania,Pittsburgh,Lawrenceville,28.1,85,PM2.5,,,,,13.5
USA,Pennsylvania,Pittsburgh,Lawrenceville,5.38,22,PM2.5,,,,,32.25
USA,Pennsylvania,Pittsburgh,Lawrenceville,11.32,47,PM2.5,,,,,19.15
USA,Pennsylvania,Pittsburgh,Lawrenceville,9.79,40,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,6.38,26,PM2.5,,,,,45.17
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.7,32,PM2.5,,,,,39.96
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.49,31,PM2.5,,,,,35.35
USA,Pennsylvania,Pittsburgh,Lawrenceville,,0,SO2,,0.63,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,,1,SO2,,2.69,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,,1,SO2,,2.52,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,5.33,22,PM2.5,,0.59,,,54.08
USA,Pennsylvania,Pittsburgh,Lawrenceville,10.63,44,PM2.5,,,,,77.83
USA,Pennsylvania,Pittsburgh,Lawrenceville,,3,Ozone,,0.79,,,8.67
USA,Pennsylvania,Pittsburgh,Lawrenceville,,2,SO2,,3.18,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,,10,Ozone,,0.08,,,25.6
USA,Pennsylvania,Pittsburgh,Lawrenceville,12.11,51,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,5.78,24,PM2.5,,,,,33.98
USA,Pennsylvania,Pittsburgh,Lawrenceville,14.12,55,PM2.5,,,,,65.08
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.58,35,PM2.5,,,,,18.76
USA,Pennsylvania,Pittsburgh,Lawrenceville,29.64,88,PM2.5,,,,,3.79
USA,Pennsylvania,Pittsburgh,Lawrenceville,27.55,83,PM2.5,,,,,52
USA,Pennsylvania,Pittsburgh,Lawrenceville,6.14,25,PM2.5,,,,,53.75
USA,Pennsylvania,Pittsburgh,Lawrenceville,10.68,44,PM2.5,,,,,23.25
USA,Pennsylvania,Pittsburgh,Lawrenceville,9.48,39,PM2.5,,,,,24.02
USA,Pennsylvania,Pittsburgh,Lawrenceville,10.85,45,PM2.5,,,,,32.41
USA,Pennsylvania,Pittsburgh,,10.38,43,PM2.5,,1.48,,31.26,2.43
USA,Pennsylvania,Pittsburgh,,17.72,63,PM2.5,,0.65,,29.2,22.27
USA,Pennsylvania,Pittsburgh,Lawrenceville,5.74,24,PM2.5,,,,,36.54
USA,Pennsylvania,Pittsburgh,Lawrenceville,6.39,26,PM2.5,,,,,30.25
USA,Pennsylvania,Pittsburgh,Lawrenceville,16.79,61,PM2.5,,,,,30.5
USA,Pennsylvania,Pittsburgh,Lawrenceville,9.72,40,PM2.5,,,,,22.71
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.16,30,PM2.5,,,,,36.73
USA,Pennsylvania,Pittsburgh,Lawrenceville,4.42,18,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,10.77,45,PM2.5,,,,,22.2
USA,Pennsylvania,Pittsburgh,Lawrenceville,3.98,27,Ozone,,,,,68.33
USA,Pennsylvania,Pittsburgh,Lawrenceville,10.92,45,PM2.5,,,,,63.25
USA,Pennsylvania,Pittsburgh,Lawrenceville,11.88,49,PM2.5,,,,,21.17
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.26,30,PM2.5,,,,,14.96
USA,Pennsylvania,Pittsburgh,Lawrenceville,16.28,60,PM2.5,,,,,52
USA,Pennsylvania,Pittsburgh,Lawrenceville,20.79,69,PM2.5,,,,,50.33
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.17,30,PM2.5,,,,,49
USA,Pennsylvania,Pittsburgh,Lawrenceville,9.26,38,PM2.5,,,,,34.92
USA,Pennsylvania,Pittsburgh,Lawrenceville,9.56,40,PM2.5,,,,,36.22
USA,Pennsylvania,Pittsburgh,Lawrenceville,5.71,24,PM2.5,,,,,49.08
USA,Pennsylvania,Pittsburgh,Lawrenceville,9.46,39,PM2.5,,,,,45.67
USA,Pennsylvania,Pittsburgh,Lawrenceville,13.26,53,PM2.5,,,,,40.17
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.75,32,PM2.5,11.08,,,,59.17
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.97,37,PM2.5,,0.18,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,,4,CO,,4.34,392.72,,2
USA,Pennsylvania,Pittsburgh,Lawrenceville,,1,SO2,,1.79,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,6.39,26,PM2.5,,0.72,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,,12,Ozone,,1.04,356.37,,30.82
USA,Pennsylvania,Pittsburgh,Lawrenceville,,1,SO2,,1.69,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,,23,Ozone,,2.13,,,58.1
USA,Pennsylvania,Pittsburgh,Lawrenceville,33.54,96,PM2.5,,,,,74.75
USA,Pennsylvania,Pittsburgh,Lawrenceville,16.05,59,PM2.5,,,,,6.46
USA,Pennsylvania,Pittsburgh,Lawrenceville,6.75,28,PM2.5,,,,,38.83
USA,Pennsylvania,Pittsburgh,Lawrenceville,12.87,53,PM2.5,,2.71,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.94,37,PM2.5,,,,,8.03
USA,Pennsylvania,Pittsburgh,Lawrenceville,11.23,46,PM2.5,,,,,67.92
USA,Pennsylvania,Pittsburgh,Lawrenceville,11.8,49,PM2.5,,,,,37.38
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.4,35,PM2.5,,,,,31.58
USA,Pennsylvania,Pittsburgh,Lawrenceville,,1,SO2,,1.58,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,,1,SO2,,1.2,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,,1,SO2,,1.13,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,21.54,71,PM2.5,,,,,4.55
USA,Pennsylvania,Pittsburgh,Lawrenceville,5.32,38,Ozone,,,,,94.67
USA,Pennsylvania,Pittsburgh,Lawrenceville,11.49,47,PM2.5,,3.51,175.61,,
USA,Pennsylvania,Pittsburgh,,27.9,84,PM2.5,,3.62,487.11,,25.88
USA,Pennsylvania,Pittsburgh,,8.13,34,PM2.5,,,,,43.13
USA,Pennsylvania,Pittsburgh,Lawrenceville,12.27,51,PM2.5,,,,,38.33
USA,Pennsylvania,Pittsburgh,Lawrenceville,16.11,59,PM2.5,,,,,28.42
USA,Pennsylvania,Pittsburgh,Lawrenceville,9.04,37,PM2.5,,,,,13.36
USA,Pennsylvania,Pittsburgh,Lawrenceville,11.88,49,PM2.5,,,,,25
USA,Pennsylvania,Pittsburgh,Lawrenceville,6.53,27,PM2.5,,,,,40.5
USA,Pennsylvania,Pittsburgh,Lawrenceville,14.61,56,PM2.5,,,,,30.58
USA,Pennsylvania,Pittsburgh,Lawrenceville,11.03,46,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,17.7,63,PM2.5,,,,,6.39
USA,Pennsylvania,Pittsburgh,Lawrenceville,14.62,56,PM2.5,,,,,12.88
USA,Pennsylvania,Pittsburgh,Lawrenceville,15.88,59,PM2.5,,,,,3.11
USA,Pennsylvania,Pittsburgh,Lawrenceville,4.38,18,PM2.5,,,,,36.39
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.45,35,PM2.5,,,,,31.21
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.63,36,PM2.5,12.29,,,,61.75
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.78,32,PM2.5,,,,,35.74
USA,Pennsylvania,Pittsburgh,Lawrenceville,12.75,52,PM2.5,,,,,21.58
USA,Pennsylvania,Pittsburgh,Lawrenceville,11.17,46,PM2.5,,,,,66.67
USA,Pennsylvania,Pittsburgh,Lawrenceville,4.84,20,PM2.5,,1.7,,,40.83
USA,Pennsylvania,Pittsburgh,Lawrenceville,3.95,20,Ozone,,1.47,,,50.32
USA,Pennsylvania,Pittsburgh,Lawrenceville,13.45,54,PM2.5,,,,,22.73
USA,Pennsylvania,Pittsburgh,Lawrenceville,,1,SO2,,1.16,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,2.77,18,Ozone,,0.25,,,44.7
USA,Pennsylvania,Pittsburgh,Lawrenceville,,1,Ozone,,2.06,,,3
USA,Pennsylvania,Pittsburgh,Lawrenceville,10.89,45,PM2.5,,,,,29.29
USA,Pennsylvania,Pittsburgh,Lawrenceville,9.5,39,PM2.5,,,,,51.33
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.61,36,PM2.5,,,,,36.75
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.9,33,PM2.5,,3.98,,,52.25
USA,Pennsylvania,Pittsburgh,Lawrenceville,11.85,49,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,13.47,54,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,21.85,71,PM2.5,,,,,20.35
USA,Pennsylvania,Pittsburgh,Lawrenceville,14.02,55,PM2.5,,,,,12.77
USA,Pennsylvania,Pittsburgh,Lawrenceville,,1,SO2,,0.99,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,11.57,48,PM2.5,,,,,59
USA,Pennsylvania,Pittsburgh,Lawrenceville,6.73,28,PM2.5,,,,,60.67
USA,Pennsylvania,Pittsburgh,,25.37,79,PM2.5,,,,,9.46
USA,Pennsylvania,Pittsburgh,Lawrenceville,6.41,26,PM2.5,,,,,49.08
USA,Pennsylvania,Pittsburgh,Lawrenceville,19.63,67,PM2.5,,,,,75.25
USA,Pennsylvania,Pittsburgh,Lawrenceville,4.48,19,PM2.5,,,,,44.5
USA,Pennsylvania,Pittsburgh,Lawrenceville,1.83,18,Ozone,2.57,,,,45.33
USA,Pennsylvania,Pittsburgh,Lawrenceville,11.05,46,PM2.5,,,,,65.14
USA,Pennsylvania,Pittsburgh,Lawrenceville,21.82,71,PM2.5,,,,,42.29
USA,Pennsylvania,Pittsburgh,Lawrenceville,12.54,52,PM2.5,,,,,45.17
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.42,35,PM2.5,,,,,43.65
USA,Pennsylvania,Pittsburgh,Lawrenceville,19.67,67,PM2.5,28.3,,,,62.33
USA,Pennsylvania,Pittsburgh,Lawrenceville,11.58,48,PM2.5,16.54,,,,35.92
USA,Pennsylvania,Pittsburgh,Lawrenceville,13.25,53,PM2.5,,2.43,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.41,31,PM2.5,,,,,60.7
USA,Pennsylvania,Pittsburgh,Lawrenceville,11.43,47,PM2.5,,,,,26.28
USA,Pennsylvania,Pittsburgh,Lawrenceville,,1,SO2,,1.13,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.41,35,PM2.5,,,,,7.38
USA,Pennsylvania,Pittsburgh,Lawrenceville,,1,SO2,,2.72,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.98,33,PM2.5,,,,,69.5
USA,Pennsylvania,Pittsburgh,Lawrenceville,5.03,21,PM2.5,,1.86,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,12.23,51,PM2.5,,1.6,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,5.57,23,PM2.5,,,,,37.34
USA,Pennsylvania,Pittsburgh,Lawrenceville,5.9,24,PM2.5,,0.82,,,56.67
USA,Pennsylvania,Pittsburgh,Lawrenceville,20.47,69,PM2.5,,,,,20.8
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.61,36,PM2.5,,,,,3
USA,Pennsylvania,Pittsburgh,,8.5,35,PM2.5,,3.53,259.97,11.36,
USA,Pennsylvania,Pittsburgh,,10.52,43,PM2.5,,2.18,,42.35,56.82
USA,Pennsylvania,Pittsburgh,Lawrenceville,14.12,55,PM2.5,,,,,24.24
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.21,30,PM2.5,10.57,,,,70.5
USA,Pennsylvania,Pittsburgh,Lawrenceville,6.7,28,PM2.5,,,,,57.33
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.84,32,PM2.5,,,,,64.67
USA,Pennsylvania,Pittsburgh,Lawrenceville,,22,Ozone,,0.4,,,54.58
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.22,34,PM2.5,,,,,52.7
USA,Pennsylvania,Pittsburgh,Lawrenceville,21.97,72,PM2.5,,,,,23.58
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.11,34,PM2.5,,,,,52.87
USA,Pennsylvania,Pittsburgh,Lawrenceville,11.29,47,PM2.5,,,,,66.58
USA,Pennsylvania,Pittsburgh,Lawrenceville,14.04,55,PM2.5,,,,,64.5
USA,Pennsylvania,Pittsburgh,Lawrenceville,12.29,51,PM2.5,,,,,35.83
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.25,30,PM2.5,,,,,50
USA,Pennsylvania,Pittsburgh,Lawrenceville,12.6,52,PM2.5,,,,,18.67
USA,Pennsylvania,Pittsburgh,Lawrenceville,,0,SO2,,0.74,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.17,34,PM2.5,,,,,53.78
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.59,31,PM2.5,,,,,54.17
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.7,32,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,4.13,17,PM2.5,,0.4,142.29,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,13.7,54,PM2.5,,2.22,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,3.42,14,PM2.5,,2.2,,,31.36
USA,Pennsylvania,Pittsburgh,Lawrenceville,7.15,30,PM2.5,,,,,57.08
USA,Pennsylvania,Pittsburgh,,9.26,38,PM2.5,,1.83,,8.9,
USA,Pennsylvania,Pittsburgh,Lawrenceville,9.13,38,PM2.5,,,,,34.8
USA,Pennsylvania,Pittsburgh,Lawrenceville,10.04,41,PM2.5,,,,,73.5
USA,Pennsylvania,Pittsburgh,Lawrenceville,4.77,20,PM2.5,,1.22,,,24.57
USA,Pennsylvania,Pittsburgh,Lawrenceville,11.64,48,PM2.5,,,,,76.83
USA,Pennsylvania,Pittsburgh,Lawrenceville,6.8,28,PM2.5,,1.15,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,12.59,52,PM2.5,,2.38,,,12.77
USA,Pennsylvania,Pittsburgh,Lawrenceville,9.31,38,PM2.5,,,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,12,50,PM2.5,,,,,11.67
USA,Pennsylvania,Pittsburgh,,9.72,40,PM2.5,,0.39,,10.8,
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.04,33,PM2.5,,,,,54.27
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.4,35,PM2.5,,1.22,276.79,,3.6
USA,Pennsylvania,Pittsburgh,Lawrenceville,3.85,16,PM2.5,,0.49,155.75,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.68,36,PM2.5,,,,,54.64
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.71,36,PM2.5,,,,,54.87
USA,Pennsylvania,Pittsburgh,Lawrenceville,13.92,55,PM2.5,,,,,44.92
USA,Pennsylvania,Pittsburgh,Lawrenceville,4.22,35,Ozone,6,,,,87.25
USA,Pennsylvania,Pittsburgh,Lawrenceville,8.88,37,PM2.5,,,,,38.42
USA,Pennsylvania,Pittsburgh,Lawrenceville,1.03,11,Ozone,,,,,28.43
USA,Pennsylvania,Pittsburgh,Lawrenceville,4.33,18,PM2.5,,0.25,,,
USA,Pennsylvania,Pittsburgh,Lawrenceville,5.17,21,PM2.5,,,,,
USA,Pennsylvania,Braddock,North Braddock,,18,PM10,20.25,2.62,,,
USA,Pennsylvania,Braddock,North Braddock,24,76,PM2.5,45.17,3.57,,,
USA,Pennsylvania,Braddock,North Braddock,17.38,62,PM2.5,34.62,0.57,,,
USA,Pennsylvania,Braddock,North Braddock,18.09,64,PM2.5,36.26,4.1,,,
USA,Pennsylvania,Braddock,North Braddock,13.67,54,PM2.5,20.33,2.18,,,
USA,Pennsylvania,Braddock,North Braddock,7.71,32,PM2.5,11.73,2.07,,,
USA,Pennsylvania,Braddock,North Braddock,17.58,62,PM2.5,41.65,18.89,,,
USA,Pennsylvania,Braddock,North Braddock,6.65,27,PM2.5,8.96,2.07,,,
USA,Pennsylvania,Braddock,North Braddock,20,68,PM2.5,27.6,16.32,,,
USA,Pennsylvania,Braddock,North Braddock,8.53,35,PM2.5,9.52,1.53,,,
USA,Pennsylvania,Braddock,North Braddock,22.23,72,PM2.5,39.43,4.66,,,
USA,Pennsylvania,Braddock,North Braddock,11.38,47,PM2.5,31.95,23.46,202.13,,
USA,Pennsylvania,Braddock,North Braddock,7.01,29,PM2.5,18.08,1.2,,,
USA,Pennsylvania,Braddock,North Braddock,4.94,20,PM2.5,13.25,2.73,,,
USA,Pennsylvania,Braddock,North Braddock,20.23,68,PM2.5,43.69,0.44,,,
USA,Pennsylvania,Braddock,North Braddock,7.88,33,PM2.5,22.09,1.25,161.6,,
USA,Pennsylvania,Braddock,North Braddock,19.78,67,PM2.5,42.32,3.01,,,
USA,Pennsylvania,Braddock,North Braddock,6,25,PM2.5,12.98,0.98,,,
USA,Pennsylvania,Braddock,North Braddock,7.61,31,PM2.5,14.35,0.33,,,
USA,Pennsylvania,Braddock,North Braddock,12,50,PM2.5,17.29,1.57,,,
USA,Pennsylvania,Braddock,North Braddock,16.6,60,PM2.5,3,5.73,,,
USA,Pennsylvania,Braddock,North Braddock,10.95,45,PM2.5,13.71,1.64,,,
USA,Pennsylvania,Braddock,North Braddock,8.92,37,PM2.5,13.45,0.11,,,
USA,Pennsylvania,Braddock,North Braddock,9.07,37,PM2.5,27.13,1.75,139.82,,
USA,Pennsylvania,Braddock,North Braddock,11.48,47,PM2.5,29.45,0.71,160.99,,
USA,Pennsylvania,Braddock,North Braddock,7.99,33,PM2.5,13.25,0,,,
USA,Pennsylvania,Braddock,North Braddock,16.26,60,PM2.5,26.06,4.85,,,
USA,Pennsylvania,Braddock,North Braddock,15.67,58,PM2.5,23.48,4.44,,,
USA,Pennsylvania,Braddock,North Braddock,5.48,23,PM2.5,12.95,4.58,,,
USA,Pennsylvania,Braddock,North Braddock,17.1,61,PM2.5,29.12,3.06,320.09,,
USA,Pennsylvania,Braddock,North Braddock,15.07,57,PM2.5,30.11,0,,,
USA,Pennsylvania,Braddock,North Braddock,3.97,16,PM2.5,8.68,0,,,
USA,Pennsylvania,Braddock,North Braddock,7.48,31,PM2.5,15.86,3.67,,,
USA,Pennsylvania,Braddock,North Braddock,11.46,47,PM2.5,16.21,2.62,,,
USA,Pennsylvania,Braddock,North Braddock,18.17,64,PM2.5,28.18,6.94,,,
USA,Pennsylvania,Braddock,North Braddock,10.3,43,PM2.5,35.04,14.17,,,
USA,Pennsylvania,Braddock,North Braddock,17.63,63,PM2.5,29.25,8.41,,,
USA,Pennsylvania,Braddock,North Braddock,14.38,56,PM2.5,20.83,2.4,,,
USA,Pennsylvania,Braddock,North Braddock,10.26,42,PM2.5,17.28,0,,,
USA,Pennsylvania,Braddock,North Braddock,9.07,37,PM2.5,15.87,0.11,,,
USA,Pennsylvania,Braddock,North Braddock,15.52,58,PM2.5,33.89,7.31,,,
USA,Pennsylvania,Braddock,North Braddock,11.08,46,PM2.5,24.54,1.37,,,
USA,Pennsylvania,Braddock,North Braddock,10.72,44,PM2.5,,0,,,
USA,Pennsylvania,Braddock,North Braddock,11.92,49,PM2.5,22.27,7.42,,,
